Nº de Títulos;Valor Total;Nº Baixados;Valor Total;Nº Confirmados;
4860;R$ 4.186.933,60;0;R$ 0,00;0;
Erro nº;Mensagem de erro;MSG_TECNICA;
176;Título está baixado. Matrícula [201307074] Número [150432            ] * Linha: 4596; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22054285] Linha: 4596;
177;Título está baixado. Matrícula [201307077] Número [151925            ] * Linha: 4597; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22054287] Linha: 4597;
178;Título está baixado. Matrícula [81410543] Número [142257            ] * Linha: 4598; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22054306] Linha: 4598;
179;Título está baixado. Matrícula [201306673] Número [154971            ] * Linha: 4599; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22054310] Linha: 4599;
180;Título está baixado. Matrícula [201402625] Número [142113            ] * Linha: 4600; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22054325] Linha: 4600;
181;Título está baixado. Matrícula [201302202] Número [151118            ] * Linha: 4601; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22054346] Linha: 4601;
182;Título está baixado. Matrícula [201302218] Número [150174            ] * Linha: 4602; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22054348] Linha: 4602;
183;Título está baixado. Matrícula [201400433] Número [149749            ] * Linha: 4603; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22054396] Linha: 4603;
184;Título está baixado. Matrícula [81523414] Número [157320            ] * Linha: 4604; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22050958] Linha: 4604;
185;Título está baixado. Matrícula [81523226] Número [157625            ] * Linha: 4605; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22050986] Linha: 4605;
186;Título está baixado. Matrícula [81523228] Número [157627            ] * Linha: 4606; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22050990] Linha: 4606;
187;Título está baixado. Matrícula [81522519] Número [157728            ] * Linha: 4607; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22050996] Linha: 4607;
188;Título está baixado. Matrícula [81522352] Número [157332            ] * Linha: 4608; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22051053] Linha: 4608;
189;Título está baixado. Matrícula [81522582] Número [157673            ] * Linha: 4609; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22051057] Linha: 4609;
190;Título está baixado. Matrícula [81523259] Número [157518            ] * Linha: 4610; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22051063] Linha: 4610;
191;Título está baixado. Matrícula [81523261] Número [157519            ] * Linha: 4611; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22051065] Linha: 4611;
192;Título está baixado. Matrícula [81523153] Número [157337            ] * Linha: 4612; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22051075] Linha: 4612;
193;Título está baixado. Matrícula [201302737] Número [154266            ] * Linha: 4613; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22054412] Linha: 4613;
194;Título está baixado. Matrícula [201301341] Número [148171            ] * Linha: 4614; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22054414] Linha: 4614;
195;Título está baixado. Matrícula [81523159] Número [158247            ] * Linha: 4615; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22051112] Linha: 4615;
196;Título está baixado. Matrícula [81523169] Número [157848            ] * Linha: 4616; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22051118] Linha: 4616;
197;Título está baixado. Matrícula [81522813] Número [157909            ] * Linha: 4617; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22051126] Linha: 4617;
198;Título está baixado. Matrícula [81522820] Número [157536            ] * Linha: 4618; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22051130] Linha: 4618;
199;Título está baixado. Matrícula [81522330] Número [157903            ] * Linha: 4619; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22051151] Linha: 4619;
200;Título está baixado. Matrícula [81522926] Número [158148            ] * Linha: 4620; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22051157] Linha: 4620;
201;Título está baixado. Matrícula [81523544] Número [157877            ] * Linha: 4621; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22051168] Linha: 4621;
202;Título está baixado. Matrícula [81523551] Número [157532            ] * Linha: 4622; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22051174] Linha: 4622;
203;Título está baixado. Matrícula [81522635] Número [157743            ] * Linha: 4623; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22051201] Linha: 4623;
204;Título está baixado. Matrícula [81522649] Número [157548            ] * Linha: 4624; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22051214] Linha: 4624;
205;Título está baixado. Matrícula [81524432] Número [157354            ] * Linha: 4625; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22051218] Linha: 4625;
206;Título está baixado. Matrícula [201506982] Número [147339            ] * Linha: 2193; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109195] Linha: 2193;
207;Título está baixado. Matrícula [201513249] Número [143603            ] * Linha: 2194; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109201] Linha: 2194;
208;Título está baixado. Matrícula [201515173] Número [148005            ] * Linha: 2195; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109217] Linha: 2195;
209;Título está baixado. Matrícula [201515309] Número [151484            ] * Linha: 2196; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109252] Linha: 2196;
210;Título está baixado. Matrícula [201510831] Número [143358            ] * Linha: 2197; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109270] Linha: 2197;
211;Título está baixado. Matrícula [201511622] Número [148527            ] * Linha: 2198; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109274] Linha: 2198;
212;Título está baixado. Matrícula [201508481] Número [151370            ] * Linha: 2199; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109288] Linha: 2199;
213;Título está baixado. Matrícula [201515327] Número [146137            ] * Linha: 2200; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109297] Linha: 2200;
214;Título está baixado. Matrícula [201515352] Número [155205            ] * Linha: 2201; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109327] Linha: 2201;
215;Título está baixado. Matrícula [201515563] Número [154283            ] * Linha: 2202; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109331] Linha: 2202;
216;Título está baixado. Matrícula [201508163] Número [151252            ] * Linha: 2203; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109340] Linha: 2203;
217;Título está baixado. Matrícula [201515057] Número [151487            ] * Linha: 2204; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109356] Linha: 2204;
218;Título está baixado. Matrícula [201511716] Número [148246            ] * Linha: 2205; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109367] Linha: 2205;
219;Título está baixado. Matrícula [201512399] Número [146264            ] * Linha: 2206; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109369] Linha: 2206;
220;Título está baixado. Matrícula [201515062] Número [153980            ] * Linha: 2207; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109381] Linha: 2207;
221;Título está baixado. Matrícula [201507261] Número [142187            ] * Linha: 2208; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109389] Linha: 2208;
222;Título está baixado. Matrícula [201505003] Número [152921            ] * Linha: 2209; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109391] Linha: 2209;
223;Título está baixado. Matrícula [201515409] Número [143958            ] * Linha: 2210; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109404] Linha: 2210;
224;Título está baixado. Matrícula [201511158] Número [153497            ] * Linha: 2211; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109441] Linha: 2211;
225;Título está baixado. Matrícula [201515591] Número [150819            ] * Linha: 2212; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109459] Linha: 2212;
226;Título está baixado. Matrícula [201503075] Número [143700            ] * Linha: 2213; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109469] Linha: 2213;
227;Título está baixado. Matrícula [201522427] Número [144538            ] * Linha: 2214; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109480] Linha: 2214;
228;Título está baixado. Matrícula [201310664] Número [150793            ] * Linha: 2215; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109522] Linha: 2215;
229;Título está baixado. Matrícula [201402316] Número [152241            ] * Linha: 2216; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109541] Linha: 2216;
230;Título está baixado. Matrícula [201304363] Número [153270            ] * Linha: 2217; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109545] Linha: 2217;
231;Título está baixado. Matrícula [201304454] Número [143890            ] * Linha: 2218; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109562] Linha: 2218;
232;Título está baixado. Matrícula [201401518] Número [143680            ] * Linha: 2219; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109583] Linha: 2219;
233;Título está baixado. Matrícula [201302891] Número [153393            ] * Linha: 2220; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109594] Linha: 2220;
234;Título está baixado. Matrícula [201318883] Número [144168            ] * Linha: 2221; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109617] Linha: 2221;
235;Título está baixado. Matrícula [201305417] Número [146225            ] * Linha: 2222; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109627] Linha: 2222;
236;Título está baixado. Matrícula [201300544] Número [141123            ] * Linha: 2223; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109633] Linha: 2223;
237;Título está baixado. Matrícula [201305478] Número [153670            ] * Linha: 2224; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109637] Linha: 2224;
238;Título está baixado. Matrícula [201302222] Número [146236            ] * Linha: 2225; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109644] Linha: 2225;
239;Título está baixado. Matrícula [201218409] Número [143538            ] * Linha: 2226; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109660] Linha: 2226;
240;Título está baixado. Matrícula [201307725] Número [145916            ] * Linha: 2227; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109694] Linha: 2227;
241;Título está baixado. Matrícula [201307368] Número [153511            ] * Linha: 2228; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109715] Linha: 2228;
242;Título está baixado. Matrícula [201308977] Número [154000            ] * Linha: 2229; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109725] Linha: 2229;
243;Título está baixado. Matrícula [201307461] Número [143102            ] * Linha: 2230; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109727] Linha: 2230;
244;Título está baixado. Matrícula [201310187] Número [149081            ] * Linha: 2231; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22109737] Linha: 2231;
245;Título está baixado. Matrícula [200903276] Número [145409            ] * Linha: 2834; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101165] Linha: 2834;
246;Título está baixado. Matrícula [200901957] Número [152765            ] * Linha: 2835; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101183] Linha: 2835;
247;Título está baixado. Matrícula [200902429] Número [156529            ] * Linha: 2836; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101186] Linha: 2836;
248;Título está baixado. Matrícula [201001110] Número [144089            ] * Linha: 2837; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101198] Linha: 2837;
249;Título está baixado. Matrícula [201001009] Número [152038            ] * Linha: 2838; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101204] Linha: 2838;
250;Título está baixado. Matrícula [200912995] Número [144728            ] * Linha: 2839; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101230] Linha: 2839;
251;Título está baixado. Matrícula [201000412] Número [147902            ] * Linha: 2840; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101232] Linha: 2840;
252;Título está baixado. Matrícula [200911489] Número [144604            ] * Linha: 2841; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101263] Linha: 2841;
253;Título está baixado. Matrícula [201000972] Número [153514            ] * Linha: 2842; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101270] Linha: 2842;
254;Título está baixado. Matrícula [201000117] Número [157144            ] * Linha: 2843; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101277] Linha: 2843;
255;Título está baixado. Matrícula [201004992] Número [154480            ] * Linha: 2844; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101300] Linha: 2844;
256;Título está baixado. Matrícula [200707802] Número [151763            ] * Linha: 2845; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101305] Linha: 2845;
257;Título está baixado. Matrícula [200702272] Número [154381            ] * Linha: 2846; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101312] Linha: 2846;
258;Título está baixado. Matrícula [200902486] Número [154198            ] * Linha: 2847; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101340] Linha: 2847;
259;Título está baixado. Matrícula [200900310] Número [147392            ] * Linha: 2848; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101355] Linha: 2848;
260;Título está baixado. Matrícula [200902686] Número [143822            ] * Linha: 2849; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101361] Linha: 2849;
261;Título está baixado. Matrícula [200813246] Número [156100            ] * Linha: 2850; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101367] Linha: 2850;
262;Título está baixado. Matrícula [200905814] Número [148046            ] * Linha: 2851; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101385] Linha: 2851;
263;Título está baixado. Matrícula [200801173] Número [154928            ] * Linha: 2852; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101398] Linha: 2852;
264;Título está baixado. Matrícula [200402321] Número [157158            ] * Linha: 2853; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101408] Linha: 2853;
265;Título está baixado. Matrícula [200303566] Número [144816            ] * Linha: 2854; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101412] Linha: 2854;
266;Título está baixado. Matrícula [964131293] Número [156979            ] * Linha: 2855; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22101421] Linha: 2855;
